Age;L;M;S;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
29,17453799;1;48,8512;0,02843;43,296;44,685;46,074;47,462;48,851;50,24;51,629;53,018;54,407
29,2073922;1;48,8546;0,02843;43,299;44,688;46,077;47,466;48,855;50,244;51,632;53,021;54,41
29,24024641;1;48,858;0,02843;43,302;44,691;46,08;47,469;48,858;50,247;51,636;53,025;54,414
29,27310062;1;48,8614;0,02844;43,303;44,693;46,082;47,472;48,861;50,251;51,641;53,03;54,42
29,30595483;1;48,8648;0,02844;43,306;44,696;46,085;47,475;48,865;50,255;51,644;53,034;54,424
29,33880903;1;48,8681;0,02844;43,309;44,699;46,088;47,478;48,868;50,258;51,648;53,038;54,427
29,37166324;1;48,8715;0,02844;43,312;44,702;46,092;47,482;48,872;50,261;51,651;53,041;54,431
29,40451745;1;48,8749;0,02844;43,315;44,705;46,095;47,485;48,875;50,265;51,655;53,045;54,435
29,43737166;1;48,8783;0,02844;43,318;44,708;46,098;47,488;48,878;50,268;51,658;53,049;54,439
29,47022587;1;48,8816;0,02844;43,321;44,711;46,101;47,491;48,882;50,272;51,662;53,052;54,442
29,50308008;1;48,885;0,02845;43,322;44,713;46,103;47,494;48,885;50,276;51,667;53,057;54,448
29,53593429;1;48,8883;0,02845;43,325;44,716;46,107;47,497;48,888;50,279;51,67;53,061;54,452
29,5687885;1;48,8917;0,02845;43,328;44,719;46,11;47,501;48,892;50,283;51,674;53,065;54,456
29,60164271;1;48,895;0,02845;43,331;44,722;46,113;47,504;48,895;50,286;51,677;53,068;54,459
29,63449692;1;48,8983;0,02845;43,334;44,725;46,116;47,507;48,898;50,289;51,681;53,072;54,463
29,66735113;1;48,9017;0,02845;43,337;44,728;46,119;47,51;48,902;50,293;51,684;53,075;54,467
29,70020534;1;48,905;0,02845;43,34;44,731;46,122;47,514;48,905;50,296;51,688;53,079;54,47
29,73305955;1;48,9083;0,02846;43,341;44,733;46,124;47,516;48,908;50,3;51,692;53,084;54,476
29,76591376;1;48,9116;0,02846;43,344;44,736;46,128;47,52;48,912;50,304;51,696;53,088;54,48
29,79876797;1;48,9149;0,02846;43,346;44,739;46,131;47,523;48,915;50,307;51,699;53,091;54,483
29,83162218;1;48,9182;0,02846;43,349;44,742;46,134;47,526;48,918;50,31;51,703;53,095;54,487
29,86447639;1;48,9215;0,02846;43,352;44,745;46,137;47,529;48,922;50,314;51,706;53,098;54,491
29,8973306;1;48,9248;0,02846;43,355;44,748;46,14;47,532;48,925;50,317;51,71;53,102;54,494
29,9301848;1;48,9281;0,02846;43,358;44,751;46,143;47,536;48,928;50,321;51,713;53,106;54,498
29,96303901;1;48,9314;0,02847;43,359;44,752;46,145;47,538;48,931;50,324;51,718;53,111;54,504
29,99589322;1;48,9347;0,02847;43,362;44,755;46,148;47,542;48,935;50,328;51,721;53,114;54,507
30,02874743;1;48,938;0,02847;43,365;44,758;46,151;47,545;48,938;50,331;51,725;53,118;54,511
30,06160164;1;48,9413;0,02847;43,368;44,761;46,155;47,548;48,941;50,335;51,728;53,121;54,515
30,09445585;1;48,9445;0,02847;43,371;44,764;46,158;47,551;48,944;50,338;51,731;53,125;54,518
30,12731006;1;48,9478;0,02847;43,374;44,767;46,161;47,554;48,948;50,341;51,735;53,128;54,522
30,16016427;1;48,951;0,02847;43,376;44,77;46,164;47,557;48,951;50,345;51,738;53,132;54,526
30,19301848;1;48,9543;0,02848;43,377;44,772;46,166;47,56;48,954;50,349;51,743;53,137;54,531
30,22587269;1;48,9575;0,02848;43,38;44,775;46,169;47,563;48,958;50,352;51,746;53,14;54,535
30,2587269;1;48,9608;0,02848;43,383;44,778;46,172;47,566;48,961;50,355;51,75;53,144;54,538
