Age;L;M;S;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
4.13963039;-0.0107;6.4956;0.1238;3.895;4.484;5.073;5.74;6.496;7.352;8.323;9.424;10.525
4.1724846;-0.012;6.5122;0.12375;3.906;4.496;5.086;5.755;6.512;7.371;8.344;9.448;10.551
4.205338809;-0.0133;6.5288;0.1237;3.918;4.509;5.1;5.77;6.529;7.389;8.365;9.471;10.577
4.238193018;-0.0146;6.5452;0.12365;3.929;4.521;5.113;5.785;6.545;7.408;8.385;9.494;10.603
4.271047228;-0.0159;6.5615;0.1236;3.94;4.534;5.127;5.799;6.562;7.426;8.406;9.517;10.629
4.303901437;-0.0172;6.5777;0.12355;3.951;4.546;5.14;5.814;6.578;7.444;8.426;9.54;10.655
4.336755647;-0.0185;6.5939;0.12351;3.962;4.558;5.154;5.829;6.594;7.462;8.446;9.563;10.681
4.369609856;-0.0198;6.6099;0.12346;3.973;4.57;5.167;5.843;6.61;7.48;8.466;9.586;10.706
4.402464066;-0.021;6.6258;0.12342;3.984;4.582;5.18;5.857;6.626;7.497;8.486;9.609;10.731
4.435318275;-0.0223;6.6416;0.12337;3.995;4.594;5.193;5.872;6.642;7.515;8.506;9.631;10.756
4.468172485;-0.0235;6.6573;0.12333;4.006;4.606;5.206;5.886;6.657;7.532;8.526;9.654;10.781
4.501026694;-0.0248;6.6729;0.12329;4.017;4.618;5.219;5.9;6.673;7.55;8.545;9.676;10.806
4.533880903;-0.026;6.6884;0.12325;4.027;4.629;5.231;5.914;6.688;7.567;8.565;9.698;10.831
4.566735113;-0.0273;6.7039;0.12321;4.038;4.641;5.244;5.928;6.704;7.585;8.584;9.72;10.856
4.599589322;-0.0285;6.7192;0.12317;4.048;4.652;5.257;5.942;6.719;7.602;8.604;9.742;10.88
4.632443532;-0.0297;6.7344;0.12313;4.059;4.664;5.269;5.956;6.734;7.619;8.623;9.764;10.905
4.665297741;-0.0309;6.7495;0.12309;4.069;4.675;5.282;5.969;6.75;7.635;8.642;9.785;10.929
4.698151951;-0.0321;6.7646;0.12305;4.079;4.687;5.294;5.983;6.765;7.652;8.661;9.807;10.953
4.73100616;-0.0333;6.7795;0.12301;4.09;4.698;5.306;5.996;6.78;7.669;8.679;9.828;10.976
4.76386037;-0.0345;6.7944;0.12298;4.1;4.709;5.318;6.01;6.794;7.686;8.698;9.849;11.001
4.796714579;-0.0357;6.8091;0.12294;4.11;4.72;5.331;6.023;6.809;7.702;8.717;9.87;11.024
4.829568789;-0.0369;6.8238;0.12291;4.12;4.731;5.343;6.036;6.824;7.718;8.735;9.892;11.048
4.862422998;-0.0381;6.8384;0.12287;4.13;4.742;5.355;6.049;6.838;7.735;8.753;9.912;11.071
4.895277207;-0.0393;6.8529;0.12284;4.14;4.753;5.366;6.063;6.853;7.751;8.772;9.933;11.095
4.928131417;-0.0404;6.8673;0.12281;4.149;4.764;5.378;6.076;6.867;7.767;8.79;9.954;11.118
4.960985626;-0.0416;6.8816;0.12277;4.159;4.775;5.39;6.088;6.882;7.783;8.808;9.974;11.141
4.993839836;-0.0428;6.8959;0.12274;4.169;4.785;5.402;6.101;6.896;7.799;8.826;9.995;11.164
5.026694045;-0.0439;6.91;0.12271;4.179;4.796;5.413;6.114;6.91;7.815;8.844;10.015;11.187
5.059548255;-0.045;6.9241;0.12268;4.188;4.807;5.425;6.127;6.924;7.831;8.862;10.036;11.209
5.092402464;-0.0462;6.9381;0.12265;4.198;4.817;5.436;6.139;6.938;7.846;8.879;10.056;11.232
5.125256674;-0.0473;6.952;0.12262;4.207;4.828;5.448;6.152;6.952;7.862;8.897;10.076;11.255
